"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
5.61,12.69,139,2,88.78,12.49,"Equipo_4","Auth","Medium","Success"
6.03,4.03,106,1,60.48,11.87,"Equipo_1","Auth","Low","Success"
5.37,4.81,117,5,81.16,19.93,"Equipo_1","Database","Low","Success"
8.41,7.59,119,1,47.78,25.67,"Equipo_1","Database","Low","Success"
13.13,10.06,160,1,89.3,73.3,"Equipo_5","Dashboard","Medium","Success"
13.76,9.22,116,1,73.77,14.89,"Equipo_5","Auth","Medium","Success"
14.49,6.39,123,0,96.48,30.27,"Equipo_3","Payments","Critical","Success"
15.01,8.06,118,1,59.15,16.2,"Equipo_3","API","High","Success"
10.3,3.05,125,3,88.35,7.89,"Equipo_2","API","Low","Success"
9.74,8.76,125,0,47.91,8.37,"Equipo_1","Dashboard","Low","Success"
5.4,11.18,112,1,51.07,2.96,"Equipo_1","Database","Medium","Success"
12.35,8.06,114,0,71.23,6.32,"Equipo_1","Database","High","Success"
17.02,6.93,104,1,56.61,9.58,"Equipo_2","API","Low","Success"
9.45,5,133,0,63.12,7.03,"Equipo_2","Dashboard","Critical","Success"
11.27,6.42,107,2,71.92,33.91,"Equipo_3","API","Medium","Success"
12.47,11.39,137,3,71.97,15.03,"Equipo_1","Dashboard","Low","Success"
5.83,7.14,126,1,86.64,5.38,"Equipo_4","Dashboard","Medium","Success"
13.07,6.44,104,0,77.95,7.46,"Equipo_3","API","Medium","Success"
4.68,11.42,135,0,64.41,10.8,"Equipo_4","API","Low","Success"
4.52,3.5,116,2,80.52,22.84,"Equipo_3","Payments","Medium","Success"
10,7.21,144,0,83.97,9.88,"Equipo_1","Dashboard","Low","Success"
16.56,8.18,105,2,65.48,24.66,"Equipo_1","Auth","Medium","Success"
11.51,6.25,121,3,48.61,22.54,"Equipo_5","Dashboard","Low","Success"
13.3,6.25,115,2,91.98,10.95,"Equipo_1","API","Medium","Success"
6.81,8.78,120,1,78.66,3.73,"Equipo_3","API","High","Success"
10.25,9.54,118,2,99.33,18.07,"Equipo_1","Auth","Medium","Success"
10.58,8.4,129,1,53.48,4.93,"Equipo_2","Database","Low","Success"
14.35,7.89,119,0,56.67,18.59,"Equipo_2","API","Low","Success"
8.95,5.88,121,1,65.07,4.76,"Equipo_3","Database","Low","Success"
7.01,9.51,128,0,74.95,11.62,"Equipo_3","API","Medium","Success"
8.53,5.67,140,2,94.7,39.04,"Equipo_5","Payments","Low","Success"
8.62,7.69,123,0,94.98,7.12,"Equipo_3","Auth","Medium","Success"
3.34,9.25,119,0,50.55,36.94,"Equipo_1","Auth","Low","Success"
11.83,5.38,111,1,93.02,36.39,"Equipo_3","API","Medium","Rolled_Back"
7.6,8.61,95,2,53.62,42.81,"Equipo_5","Dashboard","Medium","Success"
12.85,7.4,119,1,89.06,68.27,"Equipo_4","Dashboard","High","Failed"
2.65,10.23,124,1,94.9,19.79,"Equipo_4","Database","Low","Success"
6.73,11.81,91,2,49.82,13.99,"Equipo_3","Auth","Low","Success"
6.54,4.63,125,2,66.36,16.1,"Equipo_3","Database","Medium","Success"
10.3,9.8,118,1,69.26,10.22,"Equipo_3","Dashboard","Low","Success"
12.93,8.09,139,2,46.79,23.24,"Equipo_1","API","Medium","Success"
11.87,8.16,107,1,57.15,12,"Equipo_4","API","Medium","Success"
9.44,10.75,120,3,67.76,6.67,"Equipo_3","API","Low","Success"
12.07,9.32,109,3,45.68,4.84,"Equipo_2","Auth","Medium","Success"
8.42,7.86,130,2,63.65,8.52,"Equipo_4","Dashboard","Medium","Success"
12.44,7.27,112,1,45.59,6.21,"Equipo_5","Database","Low","Success"
10.02,7.23,131,1,91.71,18.79,"Equipo_4","Payments","Medium","Success"
11.61,7.79,123,2,92.67,24.38,"Equipo_1","Payments","High","Failed"
13.68,6.1,119,2,66.89,10.07,"Equipo_3","Auth","Low","Success"
20.77,11.01,118,3,96.9,27.56,"Equipo_4","Dashboard","Medium","Success"
5.94,9.34,117,1,97.05,16.37,"Equipo_2","API","Low","Failed"
8.55,9.67,124,1,64.13,39.65,"Equipo_2","Dashboard","Low","Success"
11.96,8.43,107,1,50.74,4.8,"Equipo_4","Database","Low","Success"
6.75,8.52,128,2,46.24,28.95,"Equipo_1","API","Medium","Success"
11.28,8.32,121,2,90.55,2.86,"Equipo_1","Dashboard","High","Success"
9.08,11.05,112,3,95.39,2.59,"Equipo_2","Dashboard","Medium","Success"
3.99,7.03,125,1,48.33,16.11,"Equipo_4","API","Low","Success"
4.39,5.29,109,5,53.72,14.87,"Equipo_5","Auth","Low","Success"
8.44,9.53,118,1,62.2,25.32,"Equipo_3","Auth","High","Success"
4.5,10.04,122,0,75.72,8.09,"Equipo_2","Database","High","Success"
10.75,4.68,123,4,64.87,29.09,"Equipo_4","Database","Critical","Success"
14.92,10.15,106,1,91.54,6.05,"Equipo_4","Database","Medium","Failed"
8.81,6.97,147,2,51.45,19.74,"Equipo_5","Auth","High","Success"
7.09,7.53,108,0,69.77,22.92,"Equipo_1","Database","High","Success"
13.31,9.51,128,0,71,4.98,"Equipo_4","Payments","Medium","Success"
7.6,7.92,119,5,96.78,12.77,"Equipo_3","Database","Low","Rolled_Back"
6.23,11.84,121,0,64.56,6.75,"Equipo_5","Payments","Medium","Failed"
21.38,10.59,146,0,55.37,30.17,"Equipo_1","Dashboard","Medium","Success"
7.67,4.39,110,0,96.12,21.68,"Equipo_2","Auth","Medium","Success"
9.86,8.7,101,3,50.68,22.02,"Equipo_4","Dashboard","Low","Success"
5.93,8.5,108,1,53.42,10.27,"Equipo_5","Database","Medium","Success"
5.29,6.54,111,0,86.05,24.87,"Equipo_3","API","Low","Success"
4.55,13.19,102,1,96.32,19.9,"Equipo_2","Payments","Low","Success"
4.18,1.85,96,1,55.08,19.25,"Equipo_3","Dashboard","Low","Success"
14.76,5.75,115,1,68.76,6.13,"Equipo_5","API","Low","Success"
6.45,10.16,115,1,86.08,20.4,"Equipo_1","API","Low","Success"
5.64,5.09,140,2,82.52,14.13,"Equipo_2","Dashboard","Low","Success"
11.3,4.78,91,1,68.51,12.02,"Equipo_3","Database","Medium","Success"
7.76,5.64,113,3,96.97,1.96,"Equipo_1","Auth","Low","Success"
12.28,6.97,126,2,80.58,13.81,"Equipo_2","Payments","Low","Success"
10.98,6.12,133,1,56.43,7.72,"Equipo_4","Database","Medium","Success"
12.51,8.99,134,0,45.89,7.91,"Equipo_3","Dashboard","Medium","Success"
7.12,3.87,137,2,62.99,2.24,"Equipo_1","Dashboard","Low","Success"
7.26,13.04,126,0,82.76,18.09,"Equipo_3","Dashboard","Low","Success"
7.85,8.99,132,1,60.11,4.12,"Equipo_5","Dashboard","Medium","Success"
10.29,8.11,139,2,55.31,17.06,"Equipo_2","Payments","Low","Success"
5.98,4.87,129,2,89.05,30.87,"Equipo_4","API","Medium","Success"
3.23,9.84,126,2,50.04,1.71,"Equipo_4","Database","Medium","Failed"
14.01,8.08,107,2,76.77,23.7,"Equipo_1","Dashboard","Low","Success"
8.23,6.94,120,2,79.13,5.14,"Equipo_2","Auth","Low","Success"
12.94,7.69,123,1,57.2,20.3,"Equipo_2","Dashboard","Medium","Success"
3.32,6.4,107,2,83.64,18.95,"Equipo_2","Auth","Low","Success"
6.75,4.75,128,1,87.91,48.48,"Equipo_2","Auth","Low","Rolled_Back"
15.5,9.01,125,1,82.67,21.19,"Equipo_3","Payments","Medium","Success"
12.91,12.33,139,0,72.01,6.2,"Equipo_2","API","Low","Success"
6.62,9.22,125,2,60.14,13.92,"Equipo_1","Dashboard","Low","Success"
9.56,6.17,116,1,53.98,18.45,"Equipo_4","Dashboard","Low","Success"
12.22,2.71,109,2,70.76,38.92,"Equipo_4","Dashboard","Medium","Success"
11.37,10.26,126,0,82.51,94.63,"Equipo_1","Payments","Medium","Success"
8.91,4.93,135,6,87.16,21.97,"Equipo_4","API","High","Success"
2.96,8.63,122,2,48.46,29.73,"Equipo_3","Auth","High","Success"
4.03,9.05,137,0,58.35,12.84,"Equipo_5","Dashboard","High","Success"
7.44,8.98,133,1,85.33,8.19,"Equipo_3","Auth","Low","Success"
8.45,9.44,106,3,98.33,3.9,"Equipo_5","Dashboard","Low","Failed"
7.85,9.72,121,1,59.69,20.13,"Equipo_2","Database","Medium","Success"
9.83,5.21,131,2,84.84,7.22,"Equipo_1","API","Low","Success"
7.05,4.72,118,0,70.38,1.79,"Equipo_5","Dashboard","Medium","Failed"
12.25,3.14,121,2,86.54,18.76,"Equipo_3","Payments","Low","Success"
8.97,7.59,111,1,76.46,13.6,"Equipo_4","API","Medium","Success"
10.91,10.57,109,3,55.94,56.89,"Equipo_1","Auth","Medium","Success"
8,10.61,138,1,99.02,35.64,"Equipo_1","API","Medium","Success"
13.75,6.18,101,1,46.29,22.28,"Equipo_3","Payments","Medium","Failed"
11.85,7.27,115,1,49.58,35.29,"Equipo_2","Auth","Medium","Success"
7.19,3.9,130,0,75.5,20.68,"Equipo_5","Auth","Low","Success"
21.64,3.66,113,1,45.22,2.67,"Equipo_5","Payments","Low","Success"
5.31,5.47,132,1,78.82,17.06,"Equipo_2","Payments","Medium","Success"
8.81,9.68,121,2,98.97,6.54,"Equipo_4","Database","Low","Success"
17.29,7.02,113,2,91.72,8.65,"Equipo_3","Database","Low","Success"
14.96,11.01,141,2,57.46,7.76,"Equipo_3","API","Low","Success"
7.13,8.89,119,0,83.46,22.94,"Equipo_1","Dashboard","Medium","Success"
13.77,13.24,108,2,91.9,3.25,"Equipo_4","Dashboard","Medium","Success"
8.52,4.98,123,2,73.13,40.21,"Equipo_4","API","Medium","Success"
9.93,4.1,123,1,79.14,5.88,"Equipo_1","Database","Medium","Success"
17.66,9.68,115,0,63.52,9.9,"Equipo_1","Database","Medium","Success"
8.97,6.93,127,2,86.12,6.12,"Equipo_5","Dashboard","Medium","Rolled_Back"
8.02,5.08,133,4,62.57,22.44,"Equipo_4","Payments","Low","Success"
9.34,4.08,129,0,59.72,20.09,"Equipo_2","Database","Low","Success"
3.6,5.96,107,2,84.13,36.01,"Equipo_2","API","High","Success"
4.49,7.85,120,0,69.93,25.38,"Equipo_5","Payments","Medium","Success"
11.21,10.12,121,4,56.56,25.52,"Equipo_5","Database","Critical","Success"
6.89,9.3,132,0,89.61,32.36,"Equipo_1","Database","Medium","Success"
8.96,7.8,121,1,76.44,38.11,"Equipo_4","Payments","Low","Success"
7.85,8.17,131,1,53.87,3.92,"Equipo_5","Database","Medium","Success"
12,7.03,158,3,92.52,27.55,"Equipo_4","Dashboard","Medium","Success"
8.95,7.96,116,3,48.36,46.06,"Equipo_3","Dashboard","Low","Failed"
16.8,10.22,125,3,54.43,13.01,"Equipo_5","API","Low","Success"
9.25,5.71,109,6,49.03,13.41,"Equipo_1","API","Medium","Success"
5.79,4.87,104,1,79.8,48.75,"Equipo_4","Auth","Low","Success"
12.31,6,140,3,79.99,9.72,"Equipo_1","Database","Medium","Success"
7,7.35,108,4,92.19,4.26,"Equipo_1","Auth","Critical","Success"
2.67,7.78,113,5,49.01,20.02,"Equipo_1","Auth","Low","Success"
9.91,9.28,88,2,46.58,21.69,"Equipo_4","Auth","Low","Failed"
8.47,5.22,131,2,77.76,63.49,"Equipo_5","API","Low","Success"
7.93,7.3,113,3,52.1,15.67,"Equipo_1","API","High","Success"
14.37,5.95,103,1,96.1,17.15,"Equipo_1","Payments","Medium","Success"
21.54,5.39,117,2,97.68,46.98,"Equipo_4","Payments","Medium","Success"
5.78,12.87,108,3,56.78,32.39,"Equipo_2","API","Medium","Success"
15.57,6.53,124,2,97.26,52.08,"Equipo_5","Dashboard","Low","Success"
4.19,9.68,110,2,97.87,11.18,"Equipo_1","Auth","Medium","Success"
17.95,4.06,107,1,84.1,32.83,"Equipo_1","Auth","Low","Success"
5.45,10.15,133,2,49.35,20.06,"Equipo_4","Auth","Medium","Success"
3.76,3.62,90,0,70.44,24.49,"Equipo_2","Dashboard","Medium","Success"
9.76,13.05,134,2,68.3,30.51,"Equipo_1","API","Medium","Success"
8.6,7.15,131,0,96.16,4.31,"Equipo_2","API","Medium","Success"
8.84,8.14,119,1,99.83,29.52,"Equipo_3","API","Low","Success"
6.79,11.17,114,1,76.61,33.52,"Equipo_5","Auth","Medium","Success"
14.65,10.64,133,1,98.77,10.12,"Equipo_4","Auth","Low","Success"
12.85,5.39,114,1,66.21,7.39,"Equipo_2","API","Medium","Success"
10.43,6.08,120,2,65.92,37.84,"Equipo_5","Database","Low","Success"
10.69,10.13,116,3,65.58,33.54,"Equipo_2","Dashboard","High","Success"
14.83,6.41,103,2,91.22,16.11,"Equipo_4","Auth","High","Success"
14.28,6.68,127,0,69.46,22.31,"Equipo_1","Dashboard","Medium","Failed"
8.74,7.06,124,3,66.67,30.15,"Equipo_1","API","Low","Success"
6.71,1.72,102,1,98.53,38.58,"Equipo_5","Database","Medium","Rolled_Back"
16.32,10.03,148,1,83.98,25.96,"Equipo_5","Database","Low","Success"
5.33,8.69,127,2,59.55,8.14,"Equipo_5","Dashboard","Medium","Success"
19.51,8.53,113,2,47.08,4.17,"Equipo_2","API","Medium","Success"
6.98,10.96,114,1,92.5,10.97,"Equipo_4","Dashboard","Low","Success"
15.32,4.01,114,2,58.26,7.2,"Equipo_1","Auth","High","Success"
9.36,11.01,117,2,90.94,10.12,"Equipo_5","Auth","Low","Failed"
13.57,9.48,115,1,46.74,16.59,"Equipo_2","Auth","High","Success"
19.11,12.98,114,2,46.86,12.57,"Equipo_1","Dashboard","Medium","Failed"
14.16,9.5,116,0,91.66,12.35,"Equipo_5","Dashboard","Low","Success"
7.56,5.36,103,0,84.91,24.34,"Equipo_4","Database","Low","Success"
14.11,3.44,127,0,89.31,16.03,"Equipo_1","Dashboard","Medium","Success"
5.64,6.17,111,0,96.2,11.2,"Equipo_1","Dashboard","Medium","Success"
11.2,7.96,113,1,59.08,14.42,"Equipo_3","API","Low","Success"
7.78,5.23,138,4,76.49,23.25,"Equipo_3","Dashboard","Low","Success"
15.52,4.92,121,0,97.86,2.58,"Equipo_5","Auth","High","Success"
5.96,10.33,118,2,85.58,36.15,"Equipo_5","Database","Low","Success"
7.39,8.7,137,0,45.77,35.25,"Equipo_1","Dashboard","Medium","Failed"
13.16,8.16,125,1,46.11,12.96,"Equipo_4","Database","Medium","Success"
6.31,6.62,136,0,76.68,21.04,"Equipo_5","Auth","Medium","Success"
11.95,9.52,120,3,70.9,5.06,"Equipo_3","Auth","High","Success"
12.58,14.54,137,0,54.76,39.92,"Equipo_4","Dashboard","Medium","Success"
10.39,0.5,124,1,84.71,36.6,"Equipo_1","Database","Low","Success"
5.13,7.1,113,1,92.77,31.27,"Equipo_4","Database","Low","Success"
13.96,9.66,115,3,70.64,2.41,"Equipo_3","API","Medium","Success"
12.69,7.87,117,0,99.11,10.38,"Equipo_5","Auth","Low","Success"
13.09,8.93,94,0,62.45,9.67,"Equipo_1","Database","Medium","Success"
6.71,4.69,123,0,82.72,47.29,"Equipo_4","Auth","Low","Success"
16.76,7.26,124,2,48.36,24.72,"Equipo_3","Database","Low","Success"
16.45,4.06,105,1,98.81,0.81,"Equipo_1","Auth","High","Success"
14.03,7.58,122,1,76.73,4.75,"Equipo_1","Auth","Low","Success"
10.59,7.46,116,0,54.42,3.43,"Equipo_1","Dashboard","Low","Success"
9.03,8.5,118,0,89.62,14.51,"Equipo_1","API","Medium","Success"
14.98,10.41,126,0,47.27,5.88,"Equipo_3","API","Medium","Success"
3.91,5.93,120,1,69.32,5.09,"Equipo_2","Auth","Low","Success"
5.74,11.86,129,0,96.18,41.16,"Equipo_5","Payments","High","Success"
16.17,12.48,134,3,95.79,17.66,"Equipo_1","Database","Medium","Success"
7.7,5.54,112,4,54.7,12.56,"Equipo_3","Auth","Medium","Success"
7.79,5.81,126,3,58.31,36.85,"Equipo_5","Dashboard","Medium","Success"
7.28,7.15,117,4,96.38,22.88,"Equipo_5","API","Low","Success"
5.77,7.06,113,3,70.7,25.82,"Equipo_1","Payments","Low","Success"
9.72,11.45,137,0,65.73,17.27,"Equipo_1","Dashboard","Low","Success"
16.99,12.09,105,1,48.56,19.38,"Equipo_3","Auth","Medium","Success"
31.52,10.17,116,1,68.27,12.28,"Equipo_1","Dashboard","Medium","Success"
9.95,4.84,107,1,73.37,4.65,"Equipo_2","API","Low","Success"
6.43,7.72,144,0,46.67,27.33,"Equipo_1","Dashboard","Medium","Success"
6.31,6.74,133,1,78.01,18.21,"Equipo_2","API","Low","Success"
6.75,14.14,113,0,92.12,23.6,"Equipo_5","API","Low","Success"
8.57,8.3,108,1,69.22,35.2,"Equipo_2","Auth","Low","Success"
12,11.03,138,0,98.43,33.09,"Equipo_5","API","Low","Success"
14.33,5.55,144,1,53.6,0.79,"Equipo_5","Dashboard","Medium","Rolled_Back"
20.37,11.84,117,2,72.08,12.09,"Equipo_4","Database","Low","Success"
5.82,10.53,104,1,67.36,38.75,"Equipo_5","Dashboard","Medium","Success"
4.65,8.29,130,1,86.33,1.56,"Equipo_1","Auth","High","Success"
7,9.14,124,2,62.9,13.45,"Equipo_2","Database","Low","Success"
14.77,5.39,120,2,77.93,2.1,"Equipo_1","Auth","Medium","Success"
23.92,6.55,129,3,56.87,17.03,"Equipo_1","Dashboard","Low","Success"
15.19,7.65,128,0,81.97,3.65,"Equipo_3","Payments","Medium","Success"
7.61,10.21,140,1,73.83,10.27,"Equipo_2","Auth","Medium","Success"
4.46,9.71,138,1,93.16,1.21,"Equipo_1","Payments","Medium","Success"
7.05,8.8,129,2,63.93,12.45,"Equipo_1","Dashboard","Low","Success"
2.16,5.07,112,2,70.09,40.45,"Equipo_3","API","Medium","Success"
11.19,6.63,111,1,53.84,14.06,"Equipo_1","Database","Medium","Success"
15.65,5.35,122,0,46.46,22.62,"Equipo_1","API","Medium","Success"
20.6,7,122,2,91.38,32.34,"Equipo_1","API","High","Success"
9.22,4.65,108,0,75.73,10.51,"Equipo_2","Payments","Critical","Success"
5.8,5.19,133,2,67.4,10.64,"Equipo_1","Database","Low","Success"
16.47,7.29,127,2,73.52,5.11,"Equipo_1","Auth","Medium","Success"
6.57,2.29,129,1,86.2,7.09,"Equipo_2","Auth","Low","Success"
4.6,7.27,112,1,70.56,17.03,"Equipo_1","Dashboard","High","Failed"
16.61,6.66,143,0,59.28,6.19,"Equipo_3","Database","Low","Rolled_Back"
4.54,7.79,113,1,46.59,21.12,"Equipo_1","API","Medium","Success"
5.13,2.68,139,3,59.56,47.08,"Equipo_1","Dashboard","Medium","Success"
10.31,9.05,137,1,98.79,46.2,"Equipo_4","Payments","High","Rolled_Back"
9.86,11.45,106,1,48.6,44.21,"Equipo_1","API","High","Success"
6.78,3.73,106,0,69.3,22.33,"Equipo_1","Payments","Medium","Success"
8.48,4.36,105,1,85.3,19.12,"Equipo_4","Database","Medium","Failed"
27.14,12.01,126,3,56.23,6.52,"Equipo_5","API","Low","Success"
15.37,8.46,116,2,86.4,3.12,"Equipo_2","API","Low","Success"
10.18,6.96,110,1,61.63,34.47,"Equipo_1","Auth","Medium","Success"
14.2,10.97,109,1,55.31,11.54,"Equipo_3","API","Low","Success"
6.91,4.56,137,2,70.92,3.17,"Equipo_1","Auth","Medium","Success"
19.53,10.92,116,0,98.54,22.49,"Equipo_2","Database","High","Failed"
9.9,4.33,112,2,90.54,2.8,"Equipo_3","API","Medium","Success"
6.74,12.34,122,2,51.88,38.1,"Equipo_3","Dashboard","Medium","Failed"
10.16,6.91,124,2,97.05,6.49,"Equipo_3","Auth","Low","Success"
5.09,9.02,116,0,61.71,15.77,"Equipo_1","Auth","Low","Failed"
7.01,12.76,136,1,63.79,56.35,"Equipo_4","Dashboard","Low","Success"
18.78,7.32,118,1,88.86,6.86,"Equipo_5","Payments","Medium","Success"
12.77,8.25,123,0,67.17,16.16,"Equipo_5","Auth","Medium","Success"
16.02,2.26,119,1,63.91,7.63,"Equipo_1","API","Low","Success"
10.96,7.42,118,1,81.65,16.19,"Equipo_1","Dashboard","Low","Success"
4.4,9.69,118,0,59.49,19.2,"Equipo_3","Database","Low","Success"
3.63,9.5,116,2,50.3,19.48,"Equipo_4","Database","Medium","Success"
12.24,6.33,119,1,99.3,52.83,"Equipo_2","Database","Low","Success"
6.39,5.17,110,0,85.38,28.95,"Equipo_3","Auth","Low","Success"
5.14,7.91,100,2,95.71,8.32,"Equipo_3","Payments","Critical","Success"
9.64,12.99,119,2,71.57,22.47,"Equipo_4","API","High","Rolled_Back"
7.97,9.04,113,2,95.83,25.23,"Equipo_1","Payments","High","Success"
21.77,6.01,92,2,99.65,9.11,"Equipo_5","Payments","Low","Success"
4.01,11.36,120,1,99.68,23.74,"Equipo_3","Dashboard","Low","Failed"
12.5,10.47,122,2,54.14,35.61,"Equipo_1","Dashboard","Critical","Rolled_Back"
7.46,7.59,95,4,89.16,18.27,"Equipo_2","Auth","Medium","Success"
9.48,6.52,95,1,85.73,40.25,"Equipo_3","API","Medium","Success"
6.67,5.9,116,3,90.54,27.54,"Equipo_1","Auth","Low","Success"
13.44,9.44,124,1,85.65,10.15,"Equipo_4","Payments","Medium","Failed"
2.92,10.97,138,1,48.63,21.11,"Equipo_5","Payments","Low","Failed"
11.55,7.29,128,2,94.85,23.55,"Equipo_2","API","Medium","Failed"
11.66,3.24,119,1,54.58,9.68,"Equipo_1","Database","Low","Success"
15.89,8.92,108,2,62.71,21.39,"Equipo_5","Dashboard","Medium","Success"
16.75,8.82,108,3,75.91,22.88,"Equipo_3","Auth","Low","Success"
5.05,3.46,105,1,83.99,17.45,"Equipo_4","Payments","Medium","Success"
8.4,12.97,124,1,50.25,3.34,"Equipo_4","API","Critical","Success"
11.09,5.41,120,0,67.93,34.24,"Equipo_5","Database","Low","Success"
10.35,3.49,104,2,55.59,12.54,"Equipo_3","Payments","Low","Success"
9.43,3.72,123,2,76.49,6.5,"Equipo_1","API","Medium","Success"
7.08,5.7,117,3,48.47,41.6,"Equipo_2","Payments","Low","Success"
5.93,5.43,116,4,93.44,20.54,"Equipo_5","Payments","High","Success"
23.64,9.89,111,1,79.97,6.98,"Equipo_3","Dashboard","Medium","Success"
13.97,9.2,108,1,55.36,12.91,"Equipo_1","API","Critical","Success"
13.63,6.21,114,1,89.2,12.07,"Equipo_4","Dashboard","Medium","Success"
8.52,5.86,112,0,99.36,71.36,"Equipo_3","Payments","Critical","Failed"
18.27,3.52,131,1,45.6,11.29,"Equipo_2","Dashboard","Medium","Success"
15.95,8.46,137,1,63.23,38.27,"Equipo_3","Payments","Medium","Success"
4.48,5.35,118,0,84.66,24.18,"Equipo_1","Dashboard","Low","Success"
8.95,9.94,131,0,68.41,15.13,"Equipo_3","Payments","Low","Success"
7.43,6.26,102,1,97.22,10.45,"Equipo_4","Database","Low","Success"
13.76,10.07,110,0,61.46,33.43,"Equipo_5","API","Low","Rolled_Back"
6.15,4.99,129,1,81.22,18.86,"Equipo_1","Payments","Critical","Rolled_Back"
8.82,5.41,122,1,91.55,38.06,"Equipo_2","Payments","Medium","Success"
11.97,7.38,130,1,75.99,4.58,"Equipo_2","Auth","High","Success"
6.31,9.53,112,4,98.5,9.15,"Equipo_3","Database","Medium","Success"
5.63,9.29,97,0,51.08,22.71,"Equipo_4","Dashboard","Medium","Success"
13.13,6.65,110,0,73.82,24.67,"Equipo_1","Auth","Low","Success"
6.84,5.56,114,0,57.32,8.24,"Equipo_4","Auth","Medium","Success"
15.18,9.71,126,1,67.42,17,"Equipo_5","API","Low","Success"
7.06,7.76,113,1,59.09,10.12,"Equipo_1","Payments","Critical","Success"
7.37,9.5,130,1,75.88,61.65,"Equipo_4","Auth","Low","Failed"
14.06,12.93,108,2,67.84,27.43,"Equipo_1","Database","Medium","Success"
7.1,8.35,110,1,72.96,12.52,"Equipo_1","Auth","High","Success"
7.59,11.46,120,3,71.57,12.6,"Equipo_5","Payments","Low","Success"
12.61,5.1,110,4,81.64,28.98,"Equipo_1","Database","Critical","Success"
12.7,7.86,129,1,60.2,2.49,"Equipo_5","Dashboard","Medium","Success"
9.21,7.38,136,3,60.37,16.5,"Equipo_2","Payments","Medium","Success"
12.53,4.19,117,0,83.79,18.28,"Equipo_4","API","Low","Success"
10.25,9.16,122,2,99.57,39.02,"Equipo_2","Dashboard","Medium","Success"
6.52,5.03,99,1,59.46,25.89,"Equipo_3","Auth","Low","Failed"
7.96,9.24,120,3,79.11,21.31,"Equipo_5","Payments","Medium","Rolled_Back"
12.94,6.02,115,0,73.96,7.95,"Equipo_5","Database","Low","Success"
10.51,6.62,121,2,62.92,9.69,"Equipo_4","Auth","Critical","Success"
9.1,7.05,118,2,72.14,19.01,"Equipo_1","API","Low","Failed"
6.59,4.34,112,2,83.63,22.58,"Equipo_4","Payments","Low","Success"
4.12,10.62,122,1,47.6,9.24,"Equipo_4","API","Medium","Success"
8.59,6.74,107,3,85.64,32.97,"Equipo_1","Dashboard","Low","Success"
8.19,10.23,108,1,80.21,15.83,"Equipo_1","Auth","Low","Success"
7.02,7.54,116,1,95.46,27.95,"Equipo_3","API","High","Success"
3.65,7.57,127,0,77.72,46.05,"Equipo_1","Payments","Low","Success"
14.5,5.15,124,2,61.76,63.27,"Equipo_1","Dashboard","Low","Success"
9.42,9.38,130,5,50.35,49.97,"Equipo_1","Dashboard","High","Success"
16.29,8.14,116,1,53.13,4.15,"Equipo_3","Auth","Medium","Failed"
13.69,6.84,118,3,74.67,4.2,"Equipo_1","Auth","Low","Success"
16,9.97,116,3,79.31,11.01,"Equipo_2","Payments","Medium","Failed"
4.22,8.94,122,0,92.8,4.15,"Equipo_2","Dashboard","Medium","Success"
7.92,8.16,126,0,50.83,21.33,"Equipo_3","API","Low","Success"
8.8,8.05,115,2,89.97,56.95,"Equipo_2","Payments","High","Success"
16.43,10.84,113,2,72.44,17.18,"Equipo_5","Auth","Low","Success"
3.92,7.73,126,0,90.16,2.68,"Equipo_2","Auth","Low","Success"
2.25,13.06,129,4,55.41,3.28,"Equipo_2","Database","Low","Success"
12.03,9.16,115,2,72.4,24.98,"Equipo_5","Auth","Medium","Success"
4.91,7.45,104,5,69.62,7.08,"Equipo_2","Database","Low","Success"
4.93,10.78,136,3,75.69,25.41,"Equipo_1","Payments","Medium","Success"
3.94,4.37,109,0,66.44,12.18,"Equipo_3","Dashboard","Low","Success"
9.59,11.1,132,2,98.51,34.52,"Equipo_5","Auth","High","Success"
16.5,3.02,120,2,57.43,46.43,"Equipo_5","Payments","Low","Success"
9.84,10.4,110,0,59.7,31.13,"Equipo_1","Auth","Low","Success"
11.38,11.23,122,0,70.33,7.85,"Equipo_1","Auth","Low","Success"
15.49,3.81,130,1,56.48,25.32,"Equipo_1","Auth","Low","Success"
14.3,7.14,120,2,96.2,9.07,"Equipo_3","Database","Low","Success"
12.3,5.43,117,3,83.51,28.23,"Equipo_4","Database","Medium","Success"
5.07,8.06,103,1,93.8,32.49,"Equipo_3","Auth","Medium","Failed"
8.1,6.18,122,2,82.8,39.34,"Equipo_3","API","Medium","Success"
10.08,6.74,113,0,84.6,12.82,"Equipo_3","API","Low","Success"
15.43,5.7,111,2,65.95,33,"Equipo_1","Database","High","Success"
10.46,10.51,136,4,65.12,10.6,"Equipo_3","API","Low","Success"
7.24,10.03,112,0,52.13,10.96,"Equipo_3","Auth","Low","Rolled_Back"
3.01,9.29,123,1,91.99,17.98,"Equipo_1","Payments","Medium","Success"
7.91,8.51,102,3,69.49,35.35,"Equipo_1","Payments","Low","Success"
7.32,8.9,123,3,66.79,6.2,"Equipo_3","API","Low","Success"
9.85,7.22,119,0,96.75,4.67,"Equipo_5","Auth","Medium","Success"
4.24,13.79,108,0,87.12,2.15,"Equipo_4","API","Low","Success"
7.39,8.26,124,1,91.95,7.66,"Equipo_1","Payments","Low","Success"
